id,title
1,http4sとcats-effectで可愛らしい、関数型らしいアプリケーションを書こう！٩(๑^o^๑)۶ Scalaのコード、可愛く書きたくないですか？ tagless final、cats effectを使って可読性の高い関数型らしいコードの書き方について発表します！٩(๑^o^๑)۶
2,アニメーションで理解するAkka StreamsとAkka HTTP。知らない技術を理解するときに図解やアニメーションで理解するのは好きですか？私は大好きです。 このセッションはAkka StreamsおよびAkka HTTPに関して、 アニメーションで理解の手助けをしようというものです。 Akka StreamsやAkka HTTPに関しては、私が見る限りの本番環境での導入がだいぶ広がってきているという印象があります。 昨年のScala関西 Summitを含む各カンファレンスでの発表などをみても、そう感じているところです。 ただ、どちらも内部動作がわかりにくいライブラリだと思います。興味がある、あるいは普段使ってはいるものの、 Akka自体を勉強する時間があまりとれないため、なんとなくコードは書けるが「何が起こっているかわからない」 「何に注意すべきかわからない」という人もいるのではないでしょうか？ このセッションでは、アニメーションによって内部動作の理解のきっかけを掴むことで、実際のコードを探るときの助けになる、 ドキュメントを読んでより頭に入ってきやすくなる、ということを目指しています。
3,"Format things with scalafmt。コードフォーマッタの導入はコーディング規約の強制や大規模な自動リファクタリングなどソフトウェア開発に非常に多くの恩恵をもたらします。 scala以外の言語でもgofmtやprettierなど様々なコードフォーマッタが開発されており、多くのソフトウェア開発者に日々活用されています。

scalaのコードフォーマッタも活発に開発されています。 scalaのコードフォーマッタの一つであるscalafmtは多くのscalaプロジェクトで採用されているツールです。

この発表ではscalafmtの紹介、またscalafmtの数多くある設定項目のうち一部を紹介しscalafmtの高機能さを享受するための方法についてお話しようと思います。"
4,Scala-erにも影響ありそうなJavaの現状まとめ。Javaのリリースサイクルやサポートが変更され、またJVMへの変更も多く予定されています。 このセッションでは、Scalaを利用する際にも影響がありそうなJavaの現状をまとめてお話したいと思います。
5,Akkaを分散トレーシングで見てみよう。マイクロサービス化されたアプリケーションでは、パフォーマンス測定の一つとして分散トレーシングが挙げられます。 Akka HTTPをAPIサーバの一つとして構築した際に、他のサービスとのやり取りを含め全体のパフォーマンスを可視化するには、分散トレーシングの仕組みに載せる必要が出てきます。 そこで、数ある分散トレーシングの実装の中から、MetricsとTracingの実装の一つであるOpenCensusと、 OpenCensusが利用できる分散トレーシングのバックエンドの一つであるJaegerを用いて、 Akka HTTPのAPIサーバでの分散トレーシングの可視化を紹介します。
6,DatabricksとSparkではじめる [データ分析/機械学習] 実践入門。DELISH KITCHENという料理動画メディアでは、SparkホスティングサービスであるDatabricksを利用してデータ分析や機械学習を行っています。 個人的にSparkを利用した機械学習は敷居が高い印象があったのですが、Databricksを導入して非常に簡単に実現できたことから、 実際のアプリケーションで行われている内容を踏まえてサンプルコードで実例を示しながらご紹介をさせていただければと思います。
7,"Json codec を楽しもう、現場で役立つ circe。Webアプリケーションなんかを開発していると、 例として Http Request/Response を処理するのに大抵は Json を扱いますよね。

わたしは Scala を触り始めてから長らく play-json と歩みを共にしてきたのですが、 最近(今更)、 circe を触ってみて大変便利でしたので実コードと解説を交えながら紹介していこうかと思います。"
8,実践GraphQL on Scala。Facebookが提唱してGithubが採用するなど、世界的にも日本的にも流行の兆しが見えるGraphQL。 そのGraphQLをAPIサーバの設計にGraphQLを採用し、実装にはSangriaを用いてすでに本番環境で稼働しています。 このセッションでは、そもそもなぜGraphQLを採用したのか、どういったプロダクトの開発に採用したのかといった背景に加えて、 GraphQLなAPIサーバをどう設計し、どのように開発していくのかについて紹介します。